product,page,page_title,section,item,attribute,value,doc_url
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_178,Price (JPY),"1,680",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_179,Price (JPY),"1,690",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_180,Price (JPY),"1,700",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_181,Price (JPY),"1,710",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_182,Price (JPY),"1,720",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_183,Price (JPY),"1,730",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_184,Price (JPY),"1,740",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_185,Price (JPY),"1,750",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_186,Price (JPY),"1,760",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_187,Price (JPY),"1,770",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_188,Price (JPY),"1,780",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_189,Price (JPY),"1,790",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_190,Price (JPY),"1,800",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_191,Price (JPY),"1,810",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_192,Price (JPY),"1,820",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_193,Price (JPY),"1,830",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_194,Price (JPY),"1,840",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_195,Price (JPY),"1,850",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_196,Price (JPY),"1,860",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_197,Price (JPY),"1,870",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_198,Price (JPY),"1,880",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_199,Price (JPY),"1,890",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_200,Price (JPY),"1,900",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_201,Price (JPY),"1,910",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_202,Price (JPY),"1,920",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_203,Price (JPY),"1,930",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_204,Price (JPY),"1,940",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_205,Price (JPY),"1,950",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_206,Price (JPY),"1,960",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_207,Price (JPY),"1,970",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_208,Price (JPY),"1,980",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_209,Price (JPY),"1,990",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_030,Price (JPY),"2,000",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_210,Price (JPY),"2,080",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_211,Price (JPY),"2,090",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_212,Price (JPY),"2,100",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_213,Price (JPY),"2,180",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_214,Price (JPY),"2,190",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_032,Price (JPY),"2,200",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_215,Price (JPY),"2,280",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_216,Price (JPY),"2,290",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_217,Price (JPY),"2,300",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_218,Price (JPY),"2,380",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_219,Price (JPY),"2,390",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_220,Price (JPY),"2,400",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_221,Price (JPY),"2,480",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_222,Price (JPY),"2,490",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_223,Price (JPY),"2,500",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_224,Price (JPY),"2,580",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_225,Price (JPY),"2,590",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_226,Price (JPY),"2,600",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_227,Price (JPY),"2,680",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_228,Price (JPY),"2,690",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_229,Price (JPY),"2,700",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_230,Price (JPY),"2,780",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_231,Price (JPY),"2,790",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_232,Price (JPY),"2,800",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_233,Price (JPY),"2,880",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_234,Price (JPY),"2,890",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_235,Price (JPY),"2,900",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_236,Price (JPY),"2,980",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_237,Price (JPY),"2,990",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_040,Price (JPY),"3,000",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_238,Price (JPY),"3,080",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_239,Price (JPY),"3,090",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_240,Price (JPY),"3,100",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_241,Price (JPY),"3,180",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_242,Price (JPY),"3,190",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_042,Price (JPY),"3,200",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_243,Price (JPY),"3,280",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_244,Price (JPY),"3,290",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_245,Price (JPY),"3,300",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_246,Price (JPY),"3,380",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_247,Price (JPY),"3,390",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_248,Price (JPY),"3,400",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_249,Price (JPY),"3,480",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_250,Price (JPY),"3,490",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_251,Price (JPY),"3,500",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_252,Price (JPY),"3,580",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_253,Price (JPY),"3,590",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_254,Price (JPY),"3,600",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_255,Price (JPY),"3,680",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_256,Price (JPY),"3,690",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_257,Price (JPY),"3,700",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_258,Price (JPY),"3,780",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_259,Price (JPY),"3,790",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_260,Price (JPY),"3,800",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_261,Price (JPY),"3,880",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_262,Price (JPY),"3,890",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_263,Price (JPY),"3,900",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_264,Price (JPY),"3,980",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_265,Price (JPY),"3,990",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_050,Price (JPY),"4,000",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_266,Price (JPY),"4,080",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_267,Price (JPY),"4,090",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_268,Price (JPY),"4,100",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_269,Price (JPY),"4,180",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_270,Price (JPY),"4,190",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_271,Price (JPY),"4,200",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_272,Price (JPY),"4,280",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_273,Price (JPY),"4,290",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_274,Price (JPY),"4,300",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_275,Price (JPY),"4,380",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_276,Price (JPY),"4,390",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_277,Price (JPY),"4,400",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_278,Price (JPY),"4,480",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_279,Price (JPY),"4,490",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_055,Price (JPY),"4,500",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_280,Price (JPY),"4,580",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_282,Price (JPY),"4,590",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_283,Price (JPY),"4,600",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_284,Price (JPY),"4,680",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_285,Price (JPY),"4,690",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_286,Price (JPY),"4,700",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_287,Price (JPY),"4,780",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_288,Price (JPY),"4,790",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_289,Price (JPY),"4,800",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_290,Price (JPY),"4,880",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_291,Price (JPY),"4,890",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_292,Price (JPY),"4,900",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_293,Price (JPY),"4,980",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_294,Price (JPY),"4,990",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
line-mini-app,line-mini-app/in-app-purchase/iap-product-id,List of product IDs for items available for purchase via in-app purchase,Product ID,iap_ln_060,Price (JPY),"5,000",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-product-id/
